user_id,timestamp,merchant_name,amount,is_fraud
175701,2025-05-08 13:59:04.653552,CVS,13.97,0
42310,2024-11-08 08:01:35.865385,Airbnb,20.26,0
130619,2025-06-11 21:24:10.238191,Rite Aid,10.48,0
156364,2024-10-14 06:14:42.136747,H&M,5.46,0
167310,2025-03-15 20:12:19.033152,Hilton,16.98,0
7009,2025-08-31 22:49:17.526190,Amazon,1.78,0
195875,2025-08-13 22:29:11.877987,Chipotle,35.24,0
80728,2025-05-20 21:14:59.640352,Exxon,10.99,0
69668,2025-01-25 19:33:58.987733,Nike,31.06,0
21972,2024-11-24 23:40:24.171005,Safeway,18.11,0
8345,2025-04-04 13:19:35.685825,Puma,5.97,0
80411,2025-02-09 13:01:57.467965,Trader Joe's,34.58,0
194975,2025-08-12 04:13:54.203051,Pizza Hut,20.52,0
133366,2025-08-31 01:51:38.690364,Hilton,8.85,0
9499,2024-11-21 22:16:22.781433,Apple Store,29.62,0
124868,2024-12-26 15:28:55.333664,Lyft,12.17,0
2753,2025-09-20 04:33:44.723291,Trader Joe's,34.28,0
178034,2025-02-16 14:31:18.882126,Puma,73.77,0
